bodyId,type,type_lab,cluster,function,reference
27113,DNge180,DNge180,6,,
27118,DNg08,DNg08,6,,
27135,DNge015,DNge015,6,,
27143,DNg07,DNg07,6,flight,Namiki 2022
27144,DNge092,DNge092,8,,
27170,DNge017,DNge017,10,,
27180,AN09B033,AN09B033,4,,
27254,DNg01_c,DNg01_c,1,,
27346,AN05B021,AN05B021,2,,
27373,AN03B009,AN03B009,2,,
27437,DNg07,DNg07,6,flight,Namiki 2022
27475,AN17B011,AN17B011,1,,
27490,DNge015,DNge015,6,,
27525,DNge094,DNge094,8,,
27525,DNge094,DNge094,8,,
27578,AN01B005,AN01B005,1,,
27598,DNp17,DNp17,10,steering?,
27607,DNge017,DNge017,10,,
27615,DNge115,DNge115,7,,
27626,DNge093,DNge093,6,,
27702,ANXXX013,ANXXX013,2,,
27714,ANXXX152,ANXXX152,15,,
27715,DNg08,DNg08,6,,
27735,DNge110,DNge110,6,,
27792,DNge093,DNge093,6,,
27797,AN09A007,AN09A007,1,,
27800,DNpe012_a,DNpe012_a,10,,
27816,ANXXX027,ANXXX027,3,,
27859,AN01B004,AN01B004,4,,
27952,AN12B017,AN12B017,14,,
27964,AN09B026,AN09B026,13,,
28000,DNg07,DNg07,6,flight,Namiki 2022
28001,DNge094,DNge094,8,,
28001,DNge094,DNge094,8,,
28084,AN05B095,AN05B095,2,,
28105,ANXXX154,ANXXX154,13,,
28131,AN06B088,AN06B088,14,,
28152,DNge180,DNge180,6,,
28165,AN08B084,AN08B084,14,,
28192,AN01B004,AN01B004,4,,
28255,ANXXX139,ANXXX139,15,,
28288,AN07B040,AN07B040,17,,
28414,DNge116,DNge116,8,,
28450,DNge153,DNge153,4,,
28455,ANXXX404,ANXXX404,5,,
28508,AN17A003,AN17A003,3,,
28519,DNg08,DNg08,6,,
28522,ANXXX169,ANXXX169,15,,
28579,DNg01_a,DNg01_a,10,,
28580,ANXXX178,ANXXX178,2,,
28584,ANXXX013,ANXXX013,2,,
28602,DNg01_b,DNg01_b,10,,
28653,ANXXX136,ANXXX136,16,,
28663,AN18B032,AN18B032,1,,
28678,DNg110,DNg110,6,,
28683,ANXXX170,ANXXX170,2,,
28687,DNge115,DNge115,7,,
28756,DNg08,DNg08,6,,
28826,AN09B009,AN09B009,3,,
28852,AN17A018,AN17A018,3,,
28856,AN09B009,AN09B009,3,,
28901,ANXXX136,ANXXX136,16,,
28905,DNg02_a,DNg02_a,10,flight,Namiki 2022
28929,AN19B042,AN19B042,13,,
28940,DNg94,DNg94,10,,
28949,DNg07,DNg07,6,flight,Namiki 2022
28961,DNge116,DNge116,8,,
28967,AN01B005,AN01B005,1,,
29059,DNge115,DNge115,7,,
29086,DNge023,DNge023,4,,
29158,DNge085,DNge085,8,,
29188,DNge108,DNge108,10,,
29234,ANXXX202,ANXXX202,16,,
29242,DNge153,DNge153,4,,
29304,AN17A003,AN17A003,3,,
29310,DNg06,DNg06,6,,
29334,AN09B018,AN09B018,15,,
29509,DNg07,DNg07,6,flight,Namiki 2022
29594,DNg08,DNg08,6,,
29609,DNg08,DNg08,6,,
29639,DNg05_b,DNg05_b,8,,
29643,AN17A018,AN17A018,3,,
29665,AN17A018,AN17A018,3,,
29685,DNp17,DNp17,10,steering?,
29770,ANXXX072,ANXXX072,14,,
29830,AN01B005,AN01B005,1,,
29854,DNpe015,DNpe015,10,,
29867,AN12B017,AN12B017,14,,
29908,AN04B023,AN04B023,1,,
29923,AN19B044,AN19B044,8,,
29930,AN06B075,AN06B075,7,,
29934,DNpe012_a,DNpe012_a,10,,
30016,AN07B013,AN07B013,2,,
30022,AN19B042,AN19B042,13,,
30051,AN06B023,AN06B023,10,,
30088,AN13B002,AN13B002,4,,
30095,AN09B033,AN09B033,4,,
30119,AN06B023,AN06B023,10,,
30161,DNg36_b,DNg36_b,8,,
30212,AN03B050,AN03B050,8,,
30228,DNg02_a,DNg02_a,10,flight,Namiki 2022
30231,ANXXX200,ANXXX200,9,,
30346,AN17A062,AN17A062,2,,
30379,AN09B031,AN09B031,1,,
30465,DNge134,DNge134,13,,
30497,AN09B028,AN09B028,2,,
30503,DNpe015,DNpe015,10,,
30574,ANXXX338,ANXXX338,14,,
30577,AN10B029,AN10B029,7,,
30581,ANXXX049,ANXXX049,14,,
30624,AN08B022,AN08B022,14,,
30660,ANXXX472,ANXXX472,14,,
30664,AN14A003,AN14A003,14,,
30688,AN05B100,AN05B100,2,,
30705,AN17A009,AN17A009,2,,
30777,AN19B004,AN19B004,17,,
30789,AN08B009,AN08B009,1,,
30827,DNg36_b,DNg36_b,8,,
30837,AN03B094,AN03B094,13,,
30862,AN17A014,AN17A014,2,,
30889,AN01B004,AN01B004,4,,
30904,AN07B021,AN07B021,14,,
30921,AN08B023,AN08B023,2,,
30929,DNge117,DNge117,10,,
30957,DNpe015,DNpe015,10,,
31054,AN10B027,AN10B027,13,,
31059,DNpe054,DNpe054,10,,
31103,AN18B002,AN18B002,2,,
31180,AN09B036,AN09B036,1,,
31227,AN07B005,AN07B005,2,,
31264,DNpe009,DNpe009,10,,
31276,AN06B075,AN06B075,7,,
31298,DNge024,DNge024,17,,
31327,DNge108,DNge108,10,,
31334,AN08B009,AN08B009,1,,
31338,DNge108,DNge108,10,,
31362,AN18B032,AN18B032,1,,
31381,DNg08,DNg08,6,,
31387,AN17A014,AN17A014,2,,
31407,AN05B095,AN05B095,2,,
31421,DNg07,DNg07,6,flight,Namiki 2022
31474,AN07B035,AN07B035,14,,
31567,AN06B088,AN06B088,14,,
31609,DNge114,DNge114,7,,
31641,DNg02_a,DNg02_a,10,flight,Namiki 2022
31667,AN17A009,AN17A009,2,,
31712,ANXXX150,ANXXX150,15,reproduction,Feng 2014
31760,ANXXX049,ANXXX049,14,,
31769,DNge115,DNge115,7,,
31790,DNg18_b,DNg18_b,10,,
31825,DNge024,DNge024,17,,
31896,AN18B002,AN18B002,2,,
31932,DNge009,DNge009,17,,
31952,AN02A016,AN02A016,14,,
31966,AN10B027,AN10B027,13,,
31987,DNpe015,DNpe015,10,,
32016,AN01A049,AN01A049,15,,
32040,ANXXX214,ANXXX214,15,,
32085,AN09B018,AN09B018,15,,
32094,AN17B011,AN17B011,1,,
32127,AN03B011,AN03B011,14,,
32166,DNpe012_a,DNpe012_a,10,,
32193,AN17A018,AN17A018,3,,
32255,AN08B034,AN08B034,14,,
32263,DNpe008,DNpe008,7,,
32288,DNpe015,DNpe015,10,,
32324,AN08B074,AN08B074,14,song,Yu 2010
32413,DNg12_f,DNg12_f,13,ventral head grooming and front leg rubbing,Guo 2022
32414,AN10B029,AN10B029,7,,
32464,AN06B015,AN06B015,14,,
32556,AN07B035,AN07B035,14,,
32592,AN10B027,AN10B027,13,,
32608,AN19B044,AN19B044,8,,
32630,AN17A031,AN17A031,14,,
32645,AN17A014,AN17A014,2,,
32651,ANXXX169,ANXXX169,15,,
32680,DNg36_b,DNg36_b,8,,
32832,DNg05_c,DNg05_c,6,,
32881,AN10B027,AN10B027,13,,
32886,AN10B024,AN10B024,14,turning,Chen 2023
32930,AN05B100,AN05B100,2,,
32949,AN17A014,AN17A014,2,,
32961,DNpe008,DNpe008,7,,
33007,DNp17,DNp17,10,steering?,
33037,DNp69,DNp69,16,,
33116,DNge089,DNge089,6,,
33220,AN03B009,AN03B009,2,,
33238,AN07B040,AN07B040,17,,
33283,AN06B044,AN06B044,10,,
33333,DNg02_g,DNg02_g,10,flight,Namiki 2022
33335,DNpe024,DNpe024,11,,
33358,DNge116,DNge116,8,,
33400,AN08B016,AN08B016,14,,
33424,DNg02_b,DNg02_b,10,flight,Namiki 2022
33487,AN08B074,AN08B074,14,song,Yu 2010
33596,AN05B106,AN05B106,4,,
33683,DNge115,DNge115,7,,
33710,AN10B024,AN10B024,14,turning,Chen 2023
33729,AN07B052,AN07B052,9,,
33788,DNpe014,DNpe014,11,,
33799,AN10B015,AN10B015,2,,
33829,DNg83,DNg83,5,,
33851,DNg05_c,DNg05_c,6,,
33876,DNge085,DNge085,8,,
33892,AN03B011,AN03B011,14,,
33905,AN07B015,AN07B015,17,,
34023,DNp17,DNp17,10,steering?,
34031,DNge114,DNge114,7,,
34162,DNge114,DNge114,7,,
34231,AN16B078_d,AN16B078_d,8,,
34292,DNge087,DNge087,8,,
34332,AN07B015,AN07B015,17,,
34462,AN06B044,AN06B044,10,,
34468,DNpe015,DNpe015,10,,
34474,DNge089,DNge089,6,,
34539,AN10B027,AN10B027,13,,
34569,DNpe008,DNpe008,7,,
34590,DNge182,DNge182,1,,
34649,DNge179,DNge179,8,,
34664,DNge154,DNge154,6,,
34667,AN08B074,AN08B074,14,song,Yu 2010
34683,AN09B037,AN09B037,15,,
34719,AN16B078_a,AN16B078_a,8,,
34758,ANXXX027,ANXXX027,3,,
34797,AN10B029,AN10B029,7,,
34830,DNg36_b,DNg36_b,8,,
34887,DNpe015,DNpe015,10,,
35136,ANXXX099,ANXXX099,15,,
35153,DNpe054,DNpe054,10,,
35232,AN01B005,AN01B005,1,,
35233,DNg53,DNg53,9,,
35345,DNge024,DNge024,17,,
35371,AN08B099_f,AN08B099_f,14,,
35394,AN19B044,AN19B044,8,,
35398,DNp17,DNp17,10,steering?,
35409,AN08B049,AN08B049,1,,
35440,AN08B016,AN08B016,14,,
35441,AN08B074,AN08B074,14,song,Yu 2010
35469,DNge009,DNge009,17,,
35505,AN07B024,AN07B024,1,,
35517,AN08B066,AN08B066,3,,
35519,DNpe015,DNpe015,10,,
35621,AN17A062,AN17A062,2,,
35630,DNp17,DNp17,10,steering?,
35714,AN01B011,AN01B011,1,,
35899,DNpe008,DNpe008,7,,
35920,ANXXX145,ANXXX145,1,,
35921,AN09B030,AN09B030,3,,
35966,AN17A015,AN17A015,2,,
35988,DNg02_a,DNg02_a,10,flight,Namiki 2022
36102,DNge136,DNge136,16,,
36172,DNg06,DNg06,6,,
36260,DNg18_b,DNg18_b,10,,
36263,DNge116,DNge116,8,,
36371,AN23B002,AN23B002,3,,
36379,DNg12_b,DNg12_b,8,ventral head grooming and front leg rubbing,Guo 2022
36475,ANXXX145,ANXXX145,1,,
36477,AN01B005,AN01B005,1,,
36541,DNge078,DNge078,17,antennal grooming,"Braun 2024?, Hampel 2015"
36593,AN08B023,AN08B023,2,,
36623,DNge085,DNge085,8,,
36631,DNg05_b,DNg05_b,8,,
36667,AN09B020,AN09B020,3,,
36671,AN08B057,AN08B057,13,,
36691,ANXXX130,ANXXX130,14,,
36721,DNpe054,DNpe054,10,,
36849,AN08B074,AN08B074,14,song,Yu 2010
36930,AN19B001,AN19B001,16,,
37025,DNg03,DNg03,6,,
37066,AN08B049,AN08B049,1,,
37071,DNge179,DNge179,8,,
37098,DNpe057,DNpe057,8,,
37135,DNg02_b,DNg02_b,10,flight,Namiki 2022
37163,DNpe008,DNpe008,7,,
37199,AN18B025,AN18B025,9,,
37212,DNpe008,DNpe008,7,,
37217,AN07B005,AN07B005,2,,
37229,AN07B043,AN07B043,13,,
37310,DNpe041,DNpe041,12,,
37363,AN07B035,AN07B035,14,,
37406,DNge024,DNge024,17,,
37417,ANXXX145,ANXXX145,1,,
37422,vMS16,vMS16,1,,
37530,AN18B053,AN18B053,14,,
37683,DNge109,DNge109,7,,
37686,DNg12_b,DNg12_b,8,ventral head grooming and front leg rubbing,Guo 2022
37743,AN05B069,AN05B069,6,,
37779,AN05B050_c,AN05B050_c,1,,
37876,AN17A003,AN17A003,3,,
37942,AN08B049,AN08B049,1,,
37979,AN09B018,AN09B018,15,,
38005,AN09B030,AN09B030,3,,
38007,AN05B107,AN05B107,3,,
38035,AN07B052,AN07B052,9,,
38064,DNg07,DNg07,6,flight,Namiki 2022
38071,ANXXX200,ANXXX200,9,,
38191,DNge085,DNge085,8,,
38322,AN05B021,AN05B021,2,,
38327,AN10B029,AN10B029,7,,
38368,AN16B078_c,AN16B078_c,8,,
38415,AN08B099_f,AN08B099_f,14,,
38416,DNpe008,DNpe008,7,,
38465,DNge089,DNge089,6,,
38483,AN07B072_e,AN07B072_e,8,,
38616,AN05B106,AN05B106,4,,
38685,AN08B034,AN08B034,14,,
38731,DNge179,DNge179,8,,
38757,DNpe008,DNpe008,7,,
38781,DNpe029,DNpe029,4,,
38796,DNg92_b,DNg92_b,10,,
38833,AN19B044,AN19B044,8,,
38848,DNge089,DNge089,6,,
38850,AN17A047,AN17A047,3,,
38926,ANXXX130,ANXXX130,14,,
39014,DNge126,DNge126,10,,
39026,AN05B046,AN05B046,3,,
39071,DNge094,DNge094,8,,
39071,DNge094,DNge094,8,,
39082,ANXXX169,ANXXX169,15,,
39115,AN08B084,AN08B084,14,,
39130,DNge071,DNge071,8,,
39143,AN09B006,AN09B006,2,,
39248,DNg03,DNg03,6,,
39283,DNge114,DNge114,7,,
39376,AN06A016,AN06A016,9,,
39537,ANXXX254,ANXXX254,15,,
39558,DNpe057,DNpe057,8,,
39565,DNpe029,DNpe029,4,,
39580,AN08B053,AN08B053,3,,
39640,DNge126,DNge126,10,,
39695,AN09B006,AN09B006,2,,
39735,DNg03,DNg03,6,,
39736,AN05B052,AN05B052,14,,
39774,DNpe008,DNpe008,7,,
39794,ANXXX084,ANXXX084,15,,
39852,DNge020,DNge020,17,,
39864,ANXXX296,ANXXX296,4,,
39880,IN27X001,IN27X001,16,,
39887,DNge085,DNge085,8,,
39941,AN10B029,AN10B029,7,,
40001,DNge119,DNge119,1,,
40114,AN05B100,AN05B100,2,,
40157,DNg03,DNg03,6,,
40218,AN06B039,AN06B039,14,,
40248,DNpe008,DNpe008,7,,
40302,AN07B024,AN07B024,1,,
40361,DNge024,DNge024,17,,
40447,DNg79,DNg79,11,,
40549,DNg03,DNg03,6,,
40588,AN10B029,AN10B029,7,,
40623,DNg18_b,DNg18_b,10,,
40683,DNge102,DNge102,1,,
40700,DNge094,DNge094,8,,
40700,DNge094,DNge094,8,,
40701,DNg12_b,DNg12_b,8,ventral head grooming and front leg rubbing,Guo 2022
40732,AN08B015,AN08B015,1,,
40773,AN01A014,AN01A014,17,,
40782,DNpe008,DNpe008,7,,
40792,DNge094,DNge094,8,,
40792,DNge094,DNge094,8,,
40877,ANXXX005,ANXXX005,2,,
40893,ANXXX254,ANXXX254,15,,
40917,AN16B078_c,AN16B078_c,8,,
40934,DNpe008,DNpe008,7,,
40959,DNge089,DNge089,6,,
41007,AN23B026,AN23B026,14,,
41039,AN08B099_i,AN08B099_i,14,,
41101,AN07B005,AN07B005,2,,
41107,AN07B035,AN07B035,14,,
41114,AN08B015,AN08B015,1,,
41184,AN09B013,AN09B013,3,,
41268,,na_4,2,,
41319,DNge085,DNge085,8,,
41337,AN05B062,AN05B062,14,,
41346,DNge094,DNge094,8,,
41346,DNge094,DNge094,8,,
41414,AN08B066,AN08B066,3,,
41594,AN05B096,AN05B096,3,,
41598,ANXXX084,ANXXX084,15,,
41681,AN08B074,AN08B074,14,song,Yu 2010
41705,DNpe008,DNpe008,7,,
41746,AN08B049,AN08B049,1,,
41824,AN23B026,AN23B026,14,,
41951,DNpe008,DNpe008,7,,
41969,DNge085,DNge085,8,,
42002,DNge176,DNge176,10,,
42051,DNpe054,DNpe054,10,,
42088,AN07B052,AN07B052,9,,
42102,DNge108,DNge108,10,,
42125,DNpe008,DNpe008,7,,
42148,AN17A031,AN17A031,14,,
42178,DNg110,DNg110,6,,
42199,AN03B039,AN03B039,7,,
42206,DNge179,DNge179,8,,
42226,DNpe008,DNpe008,7,,
42345,ANXXX099,ANXXX099,15,,
42428,AN05B107,AN05B107,3,,
42465,DNg06,DNg06,6,,
42467,AN17A003,AN17A003,3,,
42529,AN05B062,AN05B062,14,,
42580,ANXXX092,ANXXX092,3,,
42681,AN06B039,AN06B039,14,,
42685,AN12B055,AN12B055,6,,
42692,ANXXX202,ANXXX202,16,,
42696,AN07B043,AN07B043,13,,
42780,DNpe054,DNpe054,10,,
42792,DNge094,DNge094,8,,
42792,DNge094,DNge094,8,,
43003,AN12B055,AN12B055,6,,
43153,AN09B029,AN09B029,3,,
43210,AN05B052,AN05B052,14,,
43340,AN09B021,AN09B021,2,,
43365,AN07B052,AN07B052,9,,
43436,AN19B004,AN19B004,17,,
43473,AN05B078,AN05B078,13,,
43627,AN07B049,AN07B049,9,,
43649,AN26X004,AN26X004,13,,
43682,AN19A019,AN19A019,17,,
43697,AN09B033,AN09B033,4,,
43716,AN09B020,AN09B020,3,,
43730,DNg10,DNg10,8,,
43782,AN01B014,AN01B014,4,,
43839,AN17A024,AN17A024,2,,
43940,AN16B078_c,AN16B078_c,8,,
44315,ANXXX410,ANXXX410,14,,
44319,AN19B015,AN19B015,14,,
44393,ANXXX007,ANXXX007,7,,
44409,AN01B011,AN01B011,1,,
44445,AN05B062,AN05B062,14,,
44495,ANXXX074,ANXXX074,15,,
44502,DNge071,DNge071,8,,
44529,AN07B078_b,AN07B078_b,7,,
44650,DNg10,DNg10,8,,
44659,DNg10,DNg10,8,,
44665,ANXXX410,ANXXX410,14,,
44667,AN05B052,AN05B052,14,,
44826,DNg10,DNg10,8,,
44836,DNg12_b,DNg12_b,8,ventral head grooming and front leg rubbing,Guo 2022
44847,AN14A003,AN14A003,14,,
44887,AN19B032,AN19B032,3,,
44917,ANXXX037,ANXXX037,1,,
44952,DNge071,DNge071,8,,
44960,AN08B053,AN08B053,3,,
44980,DNg03,DNg03,6,,
44992,AN19A018,AN19A018,15,halting,Sapkal 2024
45062,AN18B025,AN18B025,9,,
45139,AN19B039,AN19B039,8,,
45311,ANXXX084,ANXXX084,15,,
45366,AN07B049,AN07B049,9,,
45501,AN19B009,AN19B009,17,,
45757,DNg92_b,DNg92_b,10,,
45843,AN17A024,AN17A024,2,,
45906,DNg18_b,DNg18_b,10,,
45915,DNg10,DNg10,8,,
46011,DNge020,DNge020,17,,
46086,,na_5,14,,
46164,AN07B052,AN07B052,9,,
46228,DNg10,DNg10,8,,
46240,AN04A001,AN04A001,2,,
46322,AN16B078_d,AN16B078_d,8,,
46348,AN17A014,AN17A014,2,,
46359,AN05B063,AN05B063,1,,
46376,AN17B002,AN17B002,5,,
46380,DNge024,DNge024,17,,
46466,AN05B023a,AN05B023a,4,,
46515,AN09B042,AN09B042,15,,
46578,DNg10,DNg10,8,,
46808,AN12B076,AN12B076,6,,
46875,AN12A017,AN12A017,17,,
46961,AN19A018,AN19A018,15,halting,Sapkal 2024
47102,DNg12_b,DNg12_b,8,ventral head grooming and front leg rubbing,Guo 2022
47277,AN11B008,AN11B008,9,,
47285,DNg12_b,DNg12_b,8,ventral head grooming and front leg rubbing,Guo 2022
47311,AN12B076,AN12B076,6,,
47383,DNg18_a,DNg18_a,8,,
47402,DNg10,DNg10,8,,
47409,AN19B022,AN19B022,1,,
47449,AN05B068,AN05B068,15,,
47468,AN05B063,AN05B063,1,,
47521,AN16B116,AN16B116,8,,
47572,AN08B023,AN08B023,2,,
47608,ANXXX007,ANXXX007,7,,
47659,AN05B096,AN05B096,3,,
47693,DNpe036,DNpe036,16,,
48408,DNg12_b,DNg12_b,8,ventral head grooming and front leg rubbing,Guo 2022
48535,DNge071,DNge071,8,,
48555,AN17A068,AN17A068,3,,
48565,DNge071,DNge071,8,,
48575,AN09B042,AN09B042,15,,
48618,DNp17,DNp17,10,steering?,
48633,AN18B053,AN18B053,14,,
48777,AN16B078_d,AN16B078_d,8,,
48824,AN19B010,AN19B010,14,,
48877,AN16B078_d,AN16B078_d,8,,
48924,DNg10,DNg10,8,,
48949,DNg10,DNg10,8,,
49106,,na_6,13,,
49136,AN07B078_a,AN07B078_a,7,,
49164,AN08B023,AN08B023,2,,
49210,DNpe011,DNpe011,12,,
49243,ANXXX214,ANXXX214,15,,
49246,AN19A019,AN19A019,17,,
49310,DNge009,DNge009,17,,
49624,DNg03,DNg03,6,,
49690,DNge085,DNge085,8,,
49724,AN05B050_c,AN05B050_c,1,,
49928,DNge071,DNge071,8,,
50028,AN08B023,AN08B023,2,,
50107,AN07B052,AN07B052,9,,
50191,ANXXX007,ANXXX007,7,,
50240,AN12B055,AN12B055,6,,
50285,AN17A047,AN17A047,3,,
50494,ANXXX007,ANXXX007,7,,
50570,AN07B101_b,AN07B101_b,8,,
50595,AN08B096,AN08B096,7,,
50664,DNge071,DNge071,8,,
50881,AN12B017,AN12B017,14,,
50921,AN07B041,AN07B041,8,,
50992,AN10B025,AN10B025,17,,
51024,DNg03,DNg03,6,,
51057,AN23B002,AN23B002,3,,
51068,AN17A024,AN17A024,2,,
51188,DNg18_a,DNg18_a,8,,
51200,AN07B041,AN07B041,8,,
51273,AN07B101_b,AN07B101_b,8,,
51290,AN05B078,AN05B078,13,,
51393,AN07B049,AN07B049,9,,
51494,AN08B081,AN08B081,14,,
51570,AN07B041,AN07B041,8,,
51597,ANXXX264,ANXXX264,3,,
52104,AN09B023,AN09B023,3,,
52112,ANXXX074,ANXXX074,15,,
52122,AN16B078_c,AN16B078_c,8,,
52221,AN02A022,AN02A022,8,,
52419,AN19B039,AN19B039,8,,
52437,AN08B099_a,AN08B099_a,14,,
52450,AN01B014,AN01B014,4,,
52543,AN08B081,AN08B081,14,,
52665,AN12B008,AN12B008,1,,
52770,DNge020,DNge020,17,,
53056,AN08B059,AN08B059,13,wing vibration,Lillvis 2024
53059,AN07B041,AN07B041,8,,
53514,DNpe008,DNpe008,7,,
53581,AN09B021,AN09B021,2,,
53588,AN01A006,AN01A006,1,,
53696,AN07B078_b,AN07B078_b,7,,
53762,AN07B049,AN07B049,9,,
53821,DNge020,DNge020,17,,
54001,AN09B032,AN09B032,2,,
54021,DNpe054,DNpe054,10,,
54115,AN07B025,AN07B025,14,,
54230,AN05B058,AN05B058,3,,
54278,DNg03,DNg03,6,,
54324,AN07B072_e,AN07B072_e,8,,
54542,AN07B101_c,AN07B101_c,7,,
54604,AN02A022,AN02A022,8,,
54774,ANXXX169,ANXXX169,15,,
54923,ANXXX380,ANXXX380,13,,
55021,DNg12_e,DNg12_e,17,ventral head grooming and front leg rubbing,Guo 2022
55185,AN17A024,AN17A024,2,,
55370,DNge045,DNge045,13,,
55375,AN07B049,AN07B049,9,,
55428,AN12B017,AN12B017,14,,
55451,AN08B059,AN08B059,13,wing vibration,Lillvis 2024
55453,AN05B081,AN05B081,1,,
55546,DNg01_c,DNg01_c,1,,
55576,AN12B008,AN12B008,1,,
55579,,na_7,15,,
55763,DNpe011,DNpe011,12,,
55795,AN10B025,AN10B025,17,,
56057,DNpe011,DNpe011,12,,
56138,AN19B009,AN19B009,17,,
56214,DNg03,DNg03,6,,
56218,AN17A024,AN17A024,2,,
56233,AN07B025,AN07B025,14,,
56385,AN05B050_c,AN05B050_c,1,,
56511,AN07B101_b,AN07B101_b,8,,
56587,DNg36_b,DNg36_b,8,,
56630,AN05B049_c,AN05B049_c,6,,
56660,AN07B049,AN07B049,9,,
56679,ANXXX075,ANXXX075,2,,
56710,AN01A021,AN01A021,15,,
56906,AN09B023,AN09B023,3,,
56930,AN07B072_e,AN07B072_e,8,,
57190,AN18B020,AN18B020,10,,
57245,AN08B098,AN08B098,13,,
57335,INXXX063,INXXX063,1,,
57382,AN01B004,AN01B004,4,,
57644,AN07B049,AN07B049,9,,
57732,AN06A017,AN06A017,8,,
57774,AN06A017,AN06A017,8,,
57776,DNge020,DNge020,17,,
58156,AN01A049,AN01A049,15,,
58229,AN01A006,AN01A006,1,,
58298,AN16B078_a,AN16B078_a,8,,
58394,AN09A005,AN09A005,14,,
58581,DNpe015,DNpe015,10,,
58594,AN17A073,AN17A073,13,,
58609,AN19B009,AN19B009,17,,
58667,AN07B101_c,AN07B101_c,7,,
58725,AN09B009,AN09B009,3,,
58772,AN08B099_j,AN08B099_j,13,,
59262,AN01B011,AN01B011,1,,
59387,AN05B023a,AN05B023a,4,,
59703,AN26X004,AN26X004,13,,
60041,ANXXX007,ANXXX007,7,,
60372,AN05B049_c,AN05B049_c,6,,
60511,AN08B099_g,AN08B099_g,13,,
61011,AN18B053,AN18B053,14,,
61625,AN07B078_a,AN07B078_a,7,,
62005,AN12B089,AN12B089,13,,
62405,DNg39,DNg39,12,,
62677,AN05B063,AN05B063,1,,
62760,AN03B095,AN03B095,9,,
62810,AN08B023,AN08B023,2,,
62884,AN02A046,AN02A046,13,,
63109,AN18B020,AN18B020,10,,
63154,AN16B078_c,AN16B078_c,8,,
63287,DNg12_b,DNg12_b,8,ventral head grooming and front leg rubbing,Guo 2022
63539,ANXXX023,ANXXX023,9,,
63701,DNd02,DNd02,0,"walking related, slow locomotion, octopamine","Babski 2024, Cande, J. 2018"
63718,DNg10,DNg10,8,,
63939,AN06A030,AN06A030,14,,
63963,AN07B049,AN07B049,9,,
64108,AN08B099_h,AN08B099_h,14,,
64257,AN08B089,AN08B089,14,,
64315,ANXXX084,ANXXX084,15,,
64444,AN09B030,AN09B030,3,,
64528,AN07B072_e,AN07B072_e,8,,
64873,AN09B035,AN09B035,3,,
64916,AN01B004,AN01B004,4,,
65170,AN03B095,AN03B095,9,,
65465,AN18B053,AN18B053,14,,
65577,AN08B059,AN08B059,13,wing vibration,Lillvis 2024
66084,AN02A046,AN02A046,13,,
66264,AN18B053,AN18B053,14,,
66284,DNg47,DNg47,17,,
66446,AN06B068,AN06B068,7,,
66518,AN09B009,AN09B009,3,,
66800,AN04A001,AN04A001,2,,
67038,AN08B089,AN08B089,14,,
67107,DNg18_b,DNg18_b,10,,
67239,ANXXX024,ANXXX024,3,,
67529,AN07B011,AN07B011,2,,
67824,AN16B078_d,AN16B078_d,8,,
67951,AN06B068,AN06B068,7,,
67972,ANXXX200,ANXXX200,9,,
67982,DNge013,DNge013,16,,
68005,DNg82,DNg82,10,,
68642,AN16B112,AN16B112,8,,
68651,AN05B078,AN05B078,13,,
69173,DNpe018,DNpe018,11,,
69211,AN09B030,AN09B030,3,,
69409,DNg06,DNg06,6,,
69759,AN11B008,AN11B008,9,,
70004,AN07B072_e,AN07B072_e,8,,
70198,AN07B069_b,AN07B069_b,8,,
70636,ANXXX024,ANXXX024,3,,
70651,AN09A005,AN09A005,14,,
71162,AN08B095,AN08B095,13,,
71245,AN05B071,AN05B071,1,,
71282,AN07B042,AN07B042,9,,
71633,DNpe015,DNpe015,10,,
71722,AN07B101_a,AN07B101_a,13,,
71940,AN14A003,AN14A003,14,,
71953,DNg06,DNg06,6,,
72013,AN09B035,AN09B035,3,,
72021,AN12B080,AN12B080,13,,
72215,AN05B015,AN05B015,15,,
72401,IN06B017,IN06B017,8,,
72661,AN19B046,AN19B046,8,,
72959,AN08B099_b,AN08B099_b,14,,
73179,AN00A009,AN00A009,17,,
73541,DNg18_b,DNg18_b,10,,
73606,ANXXX338,ANXXX338,14,,
73615,AN07B069_b,AN07B069_b,8,,
73753,AN07B003,AN07B003,0,,
73864,AN05B056,AN05B056,3,,
74105,AN17B005,AN17B005,14,,
74133,AN19B059,AN19B059,8,,
74183,AN08B099_g,AN08B099_g,13,,
74389,AN06B031,AN06B031,14,,
74561,AN19B010,AN19B010,14,,
74742,AN19A018,AN19A018,15,halting,Sapkal 2024
75140,AN17A015,AN17A015,2,,
75194,AN07B069_b,AN07B069_b,8,,
75729,AN07B011,AN07B011,2,,
75754,AN19B009,AN19B009,17,,
75833,AN08B109,AN08B109,13,,
75920,AN08B111,AN08B111,7,,
75938,AN08B109,AN08B109,13,,
76294,AN08B098,AN08B098,13,,
76363,AN08B101,AN08B101,14,,
76367,AN08B101,AN08B101,14,,
76512,AN08B106,AN08B106,7,,
76611,AN08B111,AN08B111,7,,
76985,AN19B022,AN19B022,1,,
77107,AN12B055,AN12B055,6,,
77245,AN06B051,AN06B051,6,,
77349,AN09B035,AN09B035,3,,
77693,AN08B099_g,AN08B099_g,13,,
78114,AN04A001,AN04A001,2,,
78157,AN05B050_b,AN05B050_b,2,,
